transaction_id,customer_id,product_id,transaction_date,quantity,total_revenue,total_cost,region,payment_method
TRX001579,CUST0129,PROD0047,2022-08-22,4,968.44,598.36,Ashanti,Bank Transfer
TRX001580,CUST0166,PROD0035,2024-01-12,4,4697.2,2895.24,Upper East,Mobile Money
TRX001581,CUST0015,PROD0048,2022-04-07,7,9101.19,5025.65,Central,Bank Transfer
TRX001582,CUST0188,PROD0031,2023-08-20,4,3206.48,2258.96,Eastern,Bank Transfer
TRX001583,CUST0085,PROD0004,2025-09-14,7,11912.53,5104.33,Upper East,Bank Transfer
TRX001584,CUST0101,PROD0026,2024-07-04,2,1990.76,837.06,Volta,Mobile Money
TRX001585,CUST0095,PROD0038,2025-09-28,2,3486.44,1381.16,Volta,Bank Transfer
TRX001586,CUST0119,PROD0037,2023-11-11,4,2604.44,1281.0,Upper East,Bank Transfer
TRX001587,CUST0104,PROD0032,2024-01-29,6,763.44,680.52,Volta,Bank Transfer
TRX001588,CUST0163,PROD0026,2023-07-17,3,2986.14,1255.59,Ashanti,Card
TRX001589,CUST0177,PROD0032,2023-12-04,5,636.2,567.1,Volta,Bank Transfer
TRX001590,CUST0019,PROD0030,2024-11-26,3,3687.3,1815.99,Bono,Mobile Money
TRX001591,CUST0022,PROD0010,2024-07-23,6,6282.48,4739.28,Upper West,Mobile Money
TRX001592,CUST0182,PROD0025,2022-10-03,3,2836.47,1255.92,Volta,Mobile Money
TRX001593,CUST0107,PROD0014,2021-06-15,3,1516.65,1004.34,Central,Cash
TRX001594,CUST0024,PROD0049,2023-06-24,5,3638.75,2678.55,Greater Accra,Bank Transfer
TRX001595,CUST0134,PROD0025,2024-04-28,12,11345.88,5023.68,Ashanti,Mobile Money
TRX001596,CUST0111,PROD0014,2024-11-15,2,1011.1,669.56,Volta,Bank Transfer
TRX001597,CUST0156,PROD0036,2023-09-17,3,2823.54,1240.86,Upper East,Bank Transfer
TRX001598,CUST0133,PROD0037,2023-10-08,4,2604.44,1281.0,Northern,Mobile Money
TRX001599,CUST0110,PROD0023,2021-07-22,2,1625.48,992.82,Ashanti,Cash
TRX001600,CUST0009,PROD0017,2025-03-17,4,6165.44,3189.32,Bono,Card
TRX001601,CUST0071,PROD0009,2021-12-28,2,1409.36,608.58,Upper West,Mobile Money
TRX001602,CUST0135,PROD0014,2024-04-06,3,1516.65,1004.34,Western,Mobile Money
TRX001603,CUST0115,PROD0008,2025-07-17,2,93.32,81.9,Northern,Mobile Money
TRX001604,CUST0029,PROD0026,2023-12-31,4,3981.52,1674.12,Ashanti,Card
TRX001605,CUST0066,PROD0035,2024-10-04,3,3522.9,2171.43,Volta,Mobile Money
TRX001606,CUST0176,PROD0011,2025-05-25,1,797.78,477.33,Northern,Cash
TRX001607,CUST0029,PROD0047,2025-07-03,3,726.33,448.77,Ashanti,Mobile Money
TRX001608,CUST0145,PROD0012,2025-07-24,8,14672.16,6208.64,Upper East,Bank Transfer
TRX001609,CUST0188,PROD0049,2025-01-23,8,5822.0,4285.68,Eastern,Cheque
TRX001610,CUST0006,PROD0020,2024-10-04,3,1409.58,1089.54,Western,Mobile Money
TRX001611,CUST0106,PROD0032,2025-07-17,4,508.96,453.68,Ashanti,Bank Transfer
TRX001612,CUST0014,PROD0043,2025-05-17,5,3712.95,2542.75,Eastern,Card
TRX001613,CUST0084,PROD0044,2021-09-17,3,253.41,195.93,Western,Cash
TRX001614,CUST0155,PROD0003,2023-09-06,3,2214.9,1648.08,Volta,Mobile Money
TRX001615,CUST0147,PROD0036,2023-01-12,4,3764.72,1654.48,Volta,Bank Transfer
TRX001616,CUST0076,PROD0015,2024-07-13,3,358.26,149.46,Ashanti,Card
TRX001617,CUST0031,PROD0045,2025-08-26,3,425.43,320.4,Eastern,Bank Transfer
TRX001618,CUST0078,PROD0036,2025-04-06,2,1882.36,827.24,Eastern,Mobile Money
TRX001619,CUST0011,PROD0048,2023-08-24,3,3900.51,2153.85,Volta,Cash
TRX001620,CUST0001,PROD0042,2025-07-31,4,2527.52,1586.52,Eastern,Mobile Money
TRX001621,CUST0104,PROD0007,2025-08-03,2,3581.94,1493.04,Volta,Mobile Money
TRX001622,CUST0140,PROD0039,2024-10-15,2,607.14,243.84,Western,Cash
TRX001623,CUST0095,PROD0002,2024-02-03,3,1747.98,753.21,Volta,Mobile Money
TRX001624,CUST0031,PROD0050,2025-10-12,4,733.32,631.48,Eastern,Mobile Money
TRX001625,CUST0094,PROD0018,2025-07-11,4,6205.68,2465.36,Volta,Bank Transfer
TRX001626,CUST0157,PROD0002,2025-09-02,4,2330.64,1004.28,Eastern,Bank Transfer
TRX001627,CUST0077,PROD0001,2024-11-03,3,3199.2,1680.12,Upper West,Mobile Money
TRX001628,CUST0128,PROD0040,2025-07-20,2,1178.68,792.46,Central,Card
TRX001629,CUST0124,PROD0017,2022-08-16,5,7706.8,3986.65,Volta,Bank Transfer
TRX001630,CUST0086,PROD0045,2021-11-29,4,567.24,427.2,Volta,Mobile Money
TRX001631,CUST0076,PROD0043,2024-07-30,4,2970.36,2034.2,Ashanti,Mobile Money
TRX001632,CUST0065,PROD0005,2025-04-18,6,9981.12,4560.54,Bono,Bank Transfer
TRX001633,CUST0086,PROD0044,2022-06-05,6,506.82,391.86,Volta,Bank Transfer
TRX001634,CUST0084,PROD0026,2024-09-17,6,5972.28,2511.18,Western,Cash
TRX001635,CUST0121,PROD0038,2025-02-04,7,12202.54,4834.06,Upper West,Cash
TRX001636,CUST0052,PROD0028,2025-07-19,6,7181.82,4211.64,Upper East,Mobile Money
TRX001637,CUST0168,PROD0034,2025-09-07,2,1112.84,633.66,Volta,Mobile Money
TRX001638,CUST0160,PROD0013,2023-01-23,3,3632.07,2014.41,Ashanti,Bank Transfer
TRX001639,CUST0121,PROD0038,2024-11-03,4,6972.88,2762.32,Upper West,Mobile Money
TRX001640,CUST0021,PROD0004,2025-08-10,6,10210.74,4375.14,Volta,Bank Transfer
TRX001641,CUST0016,PROD0007,2025-09-25,5,8954.85,3732.6,Ashanti,Mobile Money
TRX001642,CUST0178,PROD0011,2024-09-15,5,3988.9,2386.65,Western,Mobile Money
TRX001643,CUST0055,PROD0025,2024-10-22,3,2836.47,1255.92,Upper West,Mobile Money
TRX001644,CUST0007,PROD0036,2025-08-30,5,4705.9,2068.1,Ashanti,Mobile Money
TRX001645,CUST0108,PROD0026,2022-02-22,4,3981.52,1674.12,Upper East,Bank Transfer
TRX001646,CUST0093,PROD0034,2023-01-18,10,5564.2,3168.3,Northern,Cash
TRX001647,CUST0079,PROD0029,2025-07-12,1,127.51,111.54,Western,Mobile Money
TRX001648,CUST0181,PROD0041,2025-01-02,6,5705.64,2220.06,Upper West,Bank Transfer
TRX001649,CUST0200,PROD0044,2023-03-18,2,168.94,130.62,Bono,Bank Transfer
TRX001650,CUST0107,PROD0038,2021-04-30,6,10459.32,4143.48,Central,Cash
TRX001651,CUST0028,PROD0025,2024-06-06,5,4727.45,2093.2,Greater Accra,Cash
TRX001652,CUST0062,PROD0012,2025-01-28,4,7336.08,3104.32,Northern,Bank Transfer
TRX001653,CUST0172,PROD0019,2023-12-03,8,8007.92,5443.76,Ashanti,Bank Transfer
TRX001654,CUST0064,PROD0011,2022-02-11,9,7180.02,4295.97,Central,Card
TRX001655,CUST0134,PROD0006,2025-04-10,7,5957.14,3448.69,Ashanti,Bank Transfer
TRX001656,CUST0186,PROD0003,2023-06-18,4,2953.2,2197.44,Eastern,Mobile Money
TRX001657,CUST0067,PROD0013,2025-02-22,2,2421.38,1342.94,Eastern,Card
TRX001658,CUST0175,PROD0024,2025-07-23,4,803.16,381.12,Upper East,Mobile Money
TRX001659,CUST0040,PROD0034,2022-01-12,6,3338.52,1900.98,Upper West,Mobile Money
TRX001660,CUST0057,PROD0010,2024-12-24,7,7329.56,5529.16,Eastern,Mobile Money
TRX001661,CUST0059,PROD0040,2025-02-04,4,2357.36,1584.92,Volta,Cash
TRX001662,CUST0092,PROD0030,2025-08-14,4,4916.4,2421.32,Upper East,Cash
TRX001663,CUST0140,PROD0006,2024-08-26,3,2553.06,1478.01,Western,Mobile Money
TRX001664,CUST0083,PROD0048,2023-08-22,6,7801.02,4307.7,Ashanti,Bank Transfer
TRX001665,CUST0090,PROD0043,2024-07-30,4,2970.36,2034.2,Western,Cash
TRX001666,CUST0047,PROD0049,2024-08-03,4,2911.0,2142.84,Greater Accra,Mobile Money
TRX001667,CUST0098,PROD0005,2023-12-29,4,6654.08,3040.36,Volta,Cash
TRX001668,CUST0068,PROD0035,2023-03-30,5,5871.5,3619.05,Upper East,Mobile Money
TRX001669,CUST0070,PROD0030,2024-01-13,4,4916.4,2421.32,Eastern,Mobile Money
TRX001670,CUST0014,PROD0004,2025-06-22,3,5105.37,2187.57,Eastern,Card
TRX001671,CUST0033,PROD0039,2024-11-04,2,607.14,243.84,Bono,Mobile Money
TRX001672,CUST0043,PROD0040,2025-01-03,8,4714.72,3169.84,Western,Bank Transfer
TRX001673,CUST0040,PROD0013,2023-04-21,5,6053.45,3357.35,Upper West,Mobile Money
TRX001674,CUST0139,PROD0014,2025-07-15,7,3538.85,2343.46,Ashanti,Mobile Money
TRX001675,CUST0079,PROD0020,2025-07-01,6,2819.16,2179.08,Western,Mobile Money
TRX001676,CUST0197,PROD0002,2024-04-03,4,2330.64,1004.28,Eastern,Mobile Money
TRX001677,CUST0169,PROD0045,2024-10-01,6,850.86,640.8,Western,Bank Transfer
TRX001678,CUST0122,PROD0019,2024-08-05,3,3002.97,2041.41,Volta,Bank Transfer
TRX001679,CUST0145,PROD0028,2024-04-10,5,5984.85,3509.7,Upper East,Card
TRX001680,CUST0098,PROD0043,2024-09-21,5,3712.95,2542.75,Volta,Mobile Money
TRX001681,CUST0143,PROD0026,2025-05-20,4,3981.52,1674.12,Volta,Mobile Money
TRX001682,CUST0012,PROD0030,2025-10-13,3,3687.3,1815.99,Northern,Card
TRX001683,CUST0038,PROD0045,2022-09-11,5,709.05,534.0,Volta,Bank Transfer
TRX001684,CUST0021,PROD0035,2024-09-04,6,7045.8,4342.86,Volta,Card
TRX001685,CUST0065,PROD0038,2021-11-24,1,1743.22,690.58,Bono,Mobile Money
TRX001686,CUST0118,PROD0005,2024-12-04,5,8317.6,3800.45,Upper East,Bank Transfer
TRX001687,CUST0143,PROD0013,2025-04-01,3,3632.07,2014.41,Volta,Bank Transfer
TRX001688,CUST0189,PROD0030,2023-03-17,2,2458.2,1210.66,Western,Mobile Money
TRX001689,CUST0054,PROD0006,2024-08-21,7,5957.14,3448.69,Ashanti,Bank Transfer
TRX001690,CUST0034,PROD0009,2023-08-30,3,2114.04,912.87,Greater Accra,Mobile Money
TRX001691,CUST0094,PROD0049,2023-07-08,5,3638.75,2678.55,Volta,Cheque
TRX001692,CUST0071,PROD0034,2021-03-31,6,3338.52,1900.98,Upper West,Mobile Money
TRX001693,CUST0028,PROD0002,2025-06-21,4,2330.64,1004.28,Greater Accra,Cash
TRX001694,CUST0122,PROD0033,2024-03-08,7,3942.05,1986.04,Volta,Bank Transfer
TRX001695,CUST0079,PROD0017,2024-07-31,6,9248.16,4783.98,Western,Mobile Money
TRX001696,CUST0200,PROD0018,2023-12-12,3,4654.26,1849.02,Bono,Cash
TRX001697,CUST0059,PROD0042,2022-07-24,5,3159.4,1983.15,Volta,Mobile Money
TRX001698,CUST0140,PROD0038,2025-03-25,5,8716.1,3452.9,Western,Mobile Money
TRX001699,CUST0165,PROD0039,2025-04-29,3,910.71,365.76,Upper West,Bank Transfer
TRX001700,CUST0030,PROD0043,2025-07-12,6,4455.54,3051.3,Upper West,Mobile Money
TRX001701,CUST0164,PROD0024,2023-02-17,8,1606.32,762.24,Greater Accra,Mobile Money
TRX001702,CUST0188,PROD0015,2023-08-18,4,477.68,199.28,Eastern,Card
TRX001703,CUST0080,PROD0038,2024-03-22,5,8716.1,3452.9,Eastern,Mobile Money
TRX001704,CUST0068,PROD0018,2024-03-03,4,6205.68,2465.36,Upper East,Mobile Money
TRX001705,CUST0139,PROD0007,2024-05-27,4,7163.88,2986.08,Ashanti,Bank Transfer
TRX001706,CUST0032,PROD0033,2022-08-22,1,563.15,283.72,Ashanti,Cash
TRX001707,CUST0184,PROD0036,2024-08-12,4,3764.72,1654.48,Bono,Mobile Money
TRX001708,CUST0187,PROD0009,2024-12-18,1,704.68,304.29,Bono,Cash
TRX001709,CUST0077,PROD0027,2025-07-22,4,3446.16,1775.08,Upper West,Cash
TRX001710,CUST0134,PROD0030,2024-05-23,6,7374.6,3631.98,Ashanti,Card
TRX001711,CUST0011,PROD0022,2024-12-15,2,787.26,373.54,Volta,Mobile Money
TRX001712,CUST0198,PROD0033,2023-12-10,1,563.15,283.72,Greater Accra,Bank Transfer
TRX001713,CUST0121,PROD0045,2025-04-22,4,567.24,427.2,Upper West,Mobile Money
TRX001714,CUST0033,PROD0041,2025-04-11,4,3803.76,1480.04,Bono,Bank Transfer
TRX001715,CUST0093,PROD0034,2023-02-04,6,3338.52,1900.98,Northern,Mobile Money
TRX001716,CUST0164,PROD0047,2023-01-17,3,726.33,448.77,Greater Accra,Card
TRX001717,CUST0168,PROD0047,2024-11-05,3,726.33,448.77,Volta,Card
TRX001718,CUST0005,PROD0030,2023-07-07,3,3687.3,1815.99,Greater Accra,Mobile Money
TRX001719,CUST0181,PROD0042,2022-05-05,1,631.88,396.63,Upper West,Bank Transfer
TRX001720,CUST0024,PROD0040,2025-04-06,4,2357.36,1584.92,Greater Accra,Mobile Money
TRX001721,CUST0053,PROD0029,2025-09-18,2,255.02,223.08,Ashanti,Mobile Money
TRX001722,CUST0191,PROD0038,2025-08-13,1,1743.22,690.58,Western,Mobile Money
TRX001723,CUST0002,PROD0046,2023-02-16,3,713.43,346.11,Bono,Cash
TRX001724,CUST0181,PROD0002,2021-07-15,3,1747.98,753.21,Upper West,Mobile Money
TRX001725,CUST0130,PROD0007,2025-07-30,5,8954.85,3732.6,Western,Card
TRX001726,CUST0193,PROD0029,2025-01-09,4,510.04,446.16,Ashanti,Bank Transfer
TRX001727,CUST0001,PROD0036,2024-02-01,4,3764.72,1654.48,Eastern,Bank Transfer
TRX001728,CUST0008,PROD0044,2024-08-11,5,422.35,326.55,Upper West,Mobile Money
TRX001729,CUST0100,PROD0038,2023-08-20,2,3486.44,1381.16,Volta,Card
TRX001730,CUST0069,PROD0045,2022-11-08,4,567.24,427.2,Central,Mobile Money
TRX001731,CUST0055,PROD0013,2025-05-31,7,8474.83,4700.29,Upper West,Mobile Money
TRX001732,CUST0142,PROD0001,2022-07-30,2,2132.8,1120.08,Ashanti,Mobile Money
TRX001733,CUST0014,PROD0004,2025-02-04,1,1701.79,729.19,Eastern,Mobile Money
TRX001734,CUST0096,PROD0014,2024-11-10,2,1011.1,669.56,Central,Cheque
TRX001735,CUST0094,PROD0003,2025-09-28,6,4429.8,3296.16,Volta,Cash
TRX001736,CUST0157,PROD0021,2025-02-22,4,6136.04,3053.88,Eastern,Mobile Money
TRX001737,CUST0149,PROD0018,2024-10-19,4,6205.68,2465.36,Western,Mobile Money
TRX001738,CUST0182,PROD0031,2024-06-24,3,2404.86,1694.22,Volta,Bank Transfer
TRX001739,CUST0073,PROD0009,2022-12-16,4,2818.72,1217.16,Northern,Cheque
TRX001740,CUST0108,PROD0012,2022-06-22,3,5502.06,2328.24,Upper East,Bank Transfer
TRX001741,CUST0186,PROD0020,2023-03-16,3,1409.58,1089.54,Eastern,Mobile Money
TRX001742,CUST0075,PROD0026,2024-02-03,3,2986.14,1255.59,Greater Accra,Bank Transfer
TRX001743,CUST0189,PROD0027,2023-06-22,8,6892.32,3550.16,Western,Card
TRX001744,CUST0004,PROD0034,2023-02-11,159,88470.78,50375.97,Upper West,Cheque
TRX001745,CUST0161,PROD0046,2024-08-21,3,713.43,346.11,Volta,Mobile Money
TRX001746,CUST0196,PROD0018,2024-06-19,2,3102.84,1232.68,Bono,Cash
TRX001747,CUST0042,PROD0034,2025-08-23,5,2782.1,1584.15,Greater Accra,Cash
TRX001748,CUST0032,PROD0005,2024-09-28,4,6654.08,3040.36,Ashanti,Mobile Money
TRX001749,CUST0113,PROD0045,2024-09-30,3,425.43,320.4,Northern,Mobile Money
TRX001750,CUST0039,PROD0046,2024-09-14,5,1189.05,576.85,Northern,Mobile Money
TRX001751,CUST0136,PROD0006,2025-01-25,1,851.02,492.67,Ashanti,Mobile Money
TRX001752,CUST0082,PROD0001,2021-12-30,8,8531.2,4480.32,Western,Bank Transfer
TRX001753,CUST0042,PROD0049,2024-07-31,3,2183.25,1607.13,Greater Accra,Mobile Money
TRX001754,CUST0155,PROD0044,2023-08-13,2,168.94,130.62,Volta,Mobile Money
TRX001755,CUST0195,PROD0037,2025-05-31,4,2604.44,1281.0,Northern,Card
TRX001756,CUST0188,PROD0028,2024-11-28,8,9575.76,5615.52,Eastern,Bank Transfer
TRX001757,CUST0175,PROD0003,2025-09-27,4,2953.2,2197.44,Upper East,Card
TRX001758,CUST0017,PROD0006,2025-06-11,1,851.02,492.67,Volta,Mobile Money
TRX001759,CUST0092,PROD0043,2025-01-01,1,742.59,508.55,Upper East,Mobile Money
TRX001760,CUST0194,PROD0020,2025-03-04,3,1409.58,1089.54,Upper East,Mobile Money
TRX001761,CUST0065,PROD0040,2024-05-14,5,2946.7,1981.15,Bono,Mobile Money
TRX001762,CUST0193,PROD0009,2025-04-04,4,2818.72,1217.16,Ashanti,Cash
TRX001763,CUST0009,PROD0016,2024-03-12,2,3386.0,1302.52,Bono,Mobile Money
TRX001764,CUST0069,PROD0019,2025-08-27,6,6005.94,4082.82,Central,Card
TRX001765,CUST0007,PROD0025,2025-04-03,4,3781.96,1674.56,Ashanti,Bank Transfer
TRX001766,CUST0185,PROD0019,2021-07-13,3,3002.97,2041.41,Volta,Mobile Money
TRX001767,CUST0187,PROD0045,2025-07-16,7,992.67,747.6,Bono,Mobile Money
TRX001768,CUST0030,PROD0019,2024-08-05,3,3002.97,2041.41,Upper West,Mobile Money
TRX001769,CUST0082,PROD0017,2023-01-04,5,7706.8,3986.65,Western,Bank Transfer
TRX001770,CUST0126,PROD0032,2025-07-16,1,127.24,113.42,Northern,Card
TRX001771,CUST0177,PROD0003,2023-06-29,2,1476.6,1098.72,Volta,Mobile Money
TRX001772,CUST0162,PROD0048,2024-09-15,5,6500.85,3589.75,Upper West,Cash
TRX001773,CUST0143,PROD0010,2024-11-26,4,4188.32,3159.52,Volta,Mobile Money
TRX001774,CUST0079,PROD0030,2025-10-05,4,4916.4,2421.32,Western,Mobile Money
TRX001775,CUST0067,PROD0021,2024-12-09,6,9204.06,4580.82,Eastern,Mobile Money
TRX001776,CUST0167,PROD0024,2025-02-06,4,803.16,381.12,Central,Bank Transfer
TRX001777,CUST0131,PROD0025,2024-04-03,3,2836.47,1255.92,Greater Accra,Bank Transfer
TRX001778,CUST0027,PROD0036,2025-06-27,3,2823.54,1240.86,Upper East,Mobile Money
TRX001779,CUST0021,PROD0030,2025-08-25,5,6145.5,3026.65,Volta,Cheque
TRX001780,CUST0151,PROD0031,2023-03-31,5,4008.1,2823.7,Northern,Mobile Money
TRX001781,CUST0008,PROD0004,2024-06-22,4,6807.16,2916.76,Upper West,Card
TRX001782,CUST0102,PROD0014,2025-05-09,4,2022.2,1339.12,Western,Cheque
TRX001783,CUST0003,PROD0034,2024-09-17,3,1669.26,950.49,Central,Cash
TRX001784,CUST0159,PROD0032,2021-08-15,3,381.72,340.26,Upper West,Mobile Money
TRX001785,CUST0011,PROD0036,2023-09-16,5,4705.9,2068.1,Volta,Bank Transfer
TRX001786,CUST0085,PROD0034,2025-07-03,5,2782.1,1584.15,Upper East,Mobile Money
TRX001787,CUST0069,PROD0010,2022-08-31,2,2094.16,1579.76,Central,Bank Transfer
TRX001788,CUST0050,PROD0035,2025-04-10,7,8220.1,5066.67,Volta,Mobile Money
TRX001789,CUST0121,PROD0028,2025-09-10,4,4787.88,2807.76,Upper West,Bank Transfer
TRX001790,CUST0087,PROD0047,2025-10-14,2,484.22,299.18,Central,Mobile Money
TRX001791,CUST0074,PROD0001,2023-01-03,2,2132.8,1120.08,Volta,Card
TRX001792,CUST0108,PROD0008,2025-06-26,4,186.64,163.8,Upper East,Mobile Money
TRX001793,CUST0008,PROD0012,2025-01-30,3,5502.06,2328.24,Upper West,Mobile Money
TRX001794,CUST0008,PROD0049,2024-10-01,4,2911.0,2142.84,Upper West,Mobile Money
TRX001795,CUST0196,PROD0042,2023-08-11,3,1895.64,1189.89,Bono,Mobile Money
TRX001796,CUST0118,PROD0015,2024-12-19,4,477.68,199.28,Upper East,Card
TRX001797,CUST0107,PROD0048,2022-01-11,3,3900.51,2153.85,Central,Mobile Money
TRX001798,CUST0068,PROD0007,2023-05-12,2,3581.94,1493.04,Upper East,Cash
TRX001799,CUST0143,PROD0043,2025-08-16,3,2227.77,1525.65,Volta,Cash
TRX001800,CUST0152,PROD0003,2025-08-18,1,738.3,549.36,Northern,Cash
TRX001801,CUST0162,PROD0050,2025-02-14,3,549.99,473.61,Upper West,Mobile Money
TRX001802,CUST0032,PROD0003,2024-11-05,2,1476.6,1098.72,Ashanti,Mobile Money
TRX001803,CUST0111,PROD0023,2022-11-07,5,4063.7,2482.05,Volta,Bank Transfer
TRX001804,CUST0149,PROD0035,2024-10-14,3,3522.9,2171.43,Western,Mobile Money
TRX001805,CUST0037,PROD0050,2024-01-10,5,916.65,789.35,Central,Bank Transfer
TRX001806,CUST0133,PROD0004,2025-07-28,4,6807.16,2916.76,Northern,Mobile Money
TRX001807,CUST0125,PROD0005,2024-10-31,1,1663.52,760.09,Upper East,Cash
TRX001808,CUST0138,PROD0020,2022-10-22,2,939.72,726.36,Bono,Bank Transfer
TRX001809,CUST0046,PROD0040,2025-03-10,4,2357.36,1584.92,Eastern,Mobile Money
TRX001810,CUST0034,PROD0041,2022-02-10,4,3803.76,1480.04,Greater Accra,Mobile Money
TRX001811,CUST0057,PROD0039,2024-09-15,3,910.71,365.76,Eastern,Cash
TRX001812,CUST0058,PROD0013,2024-12-13,1,1210.69,671.47,Eastern,Mobile Money
TRX001813,CUST0200,PROD0017,2025-07-27,2,3082.72,1594.66,Bono,Mobile Money
TRX001814,CUST0197,PROD0044,2023-08-17,3,253.41,195.93,Eastern,Mobile Money
TRX001815,CUST0128,PROD0017,2024-07-24,6,9248.16,4783.98,Central,Cash
TRX001816,CUST0018,PROD0003,2024-06-30,2,1476.6,1098.72,Central,Mobile Money
TRX001817,CUST0046,PROD0015,2022-06-14,2,238.84,99.64,Eastern,Mobile Money
TRX001818,CUST0071,PROD0026,2021-08-31,7,6967.66,2929.71,Upper West,Cash
TRX001819,CUST0165,PROD0037,2024-06-29,4,2604.44,1281.0,Upper West,Mobile Money
TRX001820,CUST0149,PROD0014,2024-05-12,1,505.55,334.78,Western,Cash
TRX001821,CUST0195,PROD0016,2025-08-24,10,16930.0,6512.6,Northern,Bank Transfer
TRX001822,CUST0004,PROD0036,2022-10-17,7,6588.26,2895.34,Upper West,Cash
TRX001823,CUST0180,PROD0040,2025-06-25,5,2946.7,1981.15,Upper East,Mobile Money
TRX001824,CUST0060,PROD0015,2024-01-20,3,358.26,149.46,Western,Cash
TRX001825,CUST0025,PROD0032,2024-08-04,5,636.2,567.1,Eastern,Mobile Money
TRX001826,CUST0069,PROD0025,2022-05-03,7,6618.43,2930.48,Central,Card
TRX001827,CUST0192,PROD0002,2024-06-15,3,1747.98,753.21,Upper East,Bank Transfer
TRX001828,CUST0026,PROD0048,2025-03-18,5,6500.85,3589.75,Western,Mobile Money
TRX001829,CUST0062,PROD0032,2025-02-04,5,636.2,567.1,Northern,Mobile Money
TRX001830,CUST0087,PROD0004,2025-08-17,4,6807.16,2916.76,Central,Mobile Money
TRX001831,CUST0014,PROD0016,2025-04-20,6,10158.0,3907.56,Eastern,Mobile Money
TRX001832,CUST0004,PROD0035,2023-01-01,3,3522.9,2171.43,Upper West,Mobile Money
TRX001833,CUST0105,PROD0025,2024-11-01,6,5672.94,2511.84,Greater Accra,Mobile Money
TRX001834,CUST0200,PROD0013,2023-09-16,4,4842.76,2685.88,Bono,Mobile Money
TRX001835,CUST0099,PROD0023,2025-01-02,5,4063.7,2482.05,Eastern,Mobile Money
TRX001836,CUST0095,PROD0013,2025-04-16,5,6053.45,3357.35,Volta,Mobile Money
TRX001837,CUST0050,PROD0019,2025-06-23,5,5004.95,3402.35,Volta,Mobile Money
TRX001838,CUST0121,PROD0039,2025-03-27,6,1821.42,731.52,Upper West,Mobile Money
TRX001839,CUST0187,PROD0025,2024-10-27,3,2836.47,1255.92,Bono,Bank Transfer
TRX001840,CUST0095,PROD0029,2024-05-04,4,510.04,446.16,Volta,Bank Transfer
TRX001841,CUST0168,PROD0028,2025-09-03,4,4787.88,2807.76,Volta,Mobile Money
TRX001842,CUST0125,PROD0019,2025-02-07,2,2001.98,1360.94,Upper East,Cheque
TRX001843,CUST0036,PROD0033,2025-09-25,3,1689.45,851.16,Bono,Cheque
TRX001844,CUST0105,PROD0050,2024-03-17,6,1099.98,947.22,Greater Accra,Mobile Money
TRX001845,CUST0200,PROD0029,2022-12-29,4,510.04,446.16,Bono,Cheque
TRX001846,CUST0161,PROD0022,2024-01-20,2,787.26,373.54,Volta,Mobile Money
TRX001847,CUST0036,PROD0020,2025-01-20,4,1879.44,1452.72,Bono,Cash
TRX001848,CUST0072,PROD0009,2024-06-24,5,3523.4,1521.45,Bono,Cash
TRX001849,CUST0195,PROD0024,2025-09-09,4,803.16,381.12,Northern,Mobile Money
TRX001850,CUST0163,PROD0033,2025-03-13,1,563.15,283.72,Ashanti,Mobile Money
TRX001851,CUST0150,PROD0001,2025-03-30,3,3199.2,1680.12,Bono,Mobile Money
TRX001852,CUST0008,PROD0016,2024-05-26,6,10158.0,3907.56,Upper West,Mobile Money
TRX001853,CUST0155,PROD0001,2024-11-04,3,3199.2,1680.12,Volta,Card
TRX001854,CUST0185,PROD0036,2021-03-19,4,3764.72,1654.48,Volta,Mobile Money
TRX001855,CUST0096,PROD0038,2023-07-20,5,8716.1,3452.9,Central,Mobile Money
TRX001856,CUST0137,PROD0021,2023-09-03,5,7670.05,3817.35,Upper East,Bank Transfer
TRX001857,CUST0026,PROD0031,2024-05-28,3,2404.86,1694.22,Western,Bank Transfer
TRX001858,CUST0061,PROD0027,2022-01-22,4,3446.16,1775.08,Upper West,Bank Transfer
TRX001859,CUST0108,PROD0032,2024-05-28,5,636.2,567.1,Upper East,Mobile Money
TRX001860,CUST0183,PROD0007,2025-07-26,3,5372.91,2239.56,Volta,Bank Transfer
TRX001861,CUST0074,PROD0010,2025-02-09,1,1047.08,789.88,Volta,Card
TRX001862,CUST0023,PROD0046,2025-09-18,6,1426.86,692.22,Northern,Cash
TRX001863,CUST0161,PROD0030,2024-11-30,4,4916.4,2421.32,Volta,Mobile Money
TRX001864,CUST0095,PROD0023,2025-04-22,2,1625.48,992.82,Volta,Mobile Money
TRX001865,CUST0118,PROD0044,2024-11-23,7,591.29,457.17,Upper East,Mobile Money
TRX001866,CUST0127,PROD0047,2025-10-12,4,968.44,598.36,Central,Mobile Money
TRX001867,CUST0178,PROD0006,2025-05-28,2,1702.04,985.34,Western,Mobile Money
TRX001868,CUST0149,PROD0026,2024-10-14,3,2986.14,1255.59,Western,Bank Transfer
TRX001869,CUST0018,PROD0042,2024-06-16,4,2527.52,1586.52,Central,Bank Transfer
TRX001870,CUST0100,PROD0022,2025-01-13,1,393.63,186.77,Volta,Bank Transfer
TRX001871,CUST0153,PROD0013,2024-11-20,5,6053.45,3357.35,Upper West,Mobile Money
TRX001872,CUST0023,PROD0002,2022-12-18,3,1747.98,753.21,Northern,Bank Transfer
